3553,0.000122,1,2,3,14.199095341257646,#717171
1,0.000251,4,0,4,22.21639170604164,#6c6c6c
3586,0.000094,0,2,2,12,#737373
3587,0.000094,0,2,2,12,#737373
3637,0.000094,0,3,3,12,#737373
3583,0.00012,1,2,3,14.050122216323361,#717171
2,0.000145,1,0,1,15.839461562490118,#707070
4930,0.000213,2,1,3,20.103098863481684,#6d6d6d
3,0.000274,1,0,1,23.425704036241918,#6b6b6b
88,0.000387,5,3,8,28.79818377446482,#676767
4,0.000203,1,0,1,19.51934882871322,#6d6d6d
13,0.000725,3,2,5,41.606179027435296,#5e5e5e
5,0.000442,2,0,2,31.153303542073253,#656565
120,0.000094,0,2,2,12,#737373
8,0.000597,1,2,3,37.16097463850524,#616161
6,0.000347,1,0,1,26.989224450772824,#686868
7,0.000347,1,0,1,26.989224450772824,#686868
9,0.000592,5,1,6,36.97903361817941,#616161
10,0.000209,1,1,2,19.871111006625867,#6d6d6d
61,0.000266,2,1,3,23.01044912007304,#6b6b6b
75,0.000094,0,2,2,12,#737373
205,0.000109,1,6,7,13.209951757949934,#727272
208,0.000094,0,2,2,12,#737373
50,0.000136,2,1,3,15.212609940615039,#717171
94,0.000282,2,5,7,23.835537796096794,#6a6a6a
11,0.000198,2,0,2,19.222623922752323,#6e6e6e
125,0.000133,1,2,3,14.999536055771733,#717171
12,0.000402,1,0,1,29.454654404936605,#666666
14,0.000473,4,1,5,32.422614581769096,#646464
15,0.000094,0,1,1,12,#737373
83,0.000177,2,1,3,17.937795520999256,#6f6f6f
16,0.000094,0,1,1,12,#737373
17,0.000094,0,1,1,12,#737373
29,0.000213,2,1,3,20.103098863481684,#6d6d6d
147,0.000094,0,2,2,12,#737373
19,0.000242,2,1,3,21.729683399131453,#6c6c6c
18,0.000339,2,0,2,26.61636755519475,#686868
190,0.000094,0,2,2,12,#737373
20,0.000128,1,1,2,14.639545810903515,#717171
130,0.000094,0,2,2,12,#737373
199,0.00012,1,3,4,14.050122216323361,#717171
51,0.00016,2,1,3,16.846537660321623,#6f6f6f
21,0.000269,2,0,2,23.166819740335022,#6b6b6b
176,0.000094,0,2,2,12,#737373
4445,0.000111,1,2,3,13.365453519669122,#727272
22,0.000141,1,0,1,15.56308822919205,#707070
4446,0.000107,1,5,6,13.05316063235918,#727272
23,0.000112,1,0,1,13.442731432222969,#727272
53,0.000133,1,1,2,14.999536055771733,#717171
24,0.00022,2,0,2,20.50441114623677,#6d6d6d
4461,0.000094,0,6,6,12,#737373
58,0.00034,2,2,4,26.66318959447377,#686868
25,0.000468,2,0,2,32.220476738241295,#656565
136,0.000271,1,1,2,23.270631146211333,#6b6b6b
26,0.000299,4,0,4,24.689427409048697,#6a6a6a
131,0.00012,1,2,3,14.050122216323361,#717171
139,0.000126,1,4,5,14.493782114686502,#717171
203,0.000094,0,1,1,12,#737373
161,0.000133,1,1,2,14.999536055771733,#717171
27,0.00032,2,0,2,25.714617749683157,#696969
166,0.000133,1,1,2,14.999536055771733,#717171
98,0.000347,4,5,9,26.989224450772824,#686868
28,0.000153,1,0,1,16.382109723928565,#707070
160,0.000094,0,1,1,12,#737373
123,0.000126,1,4,5,14.493782114686502,#717171
30,0.000153,2,0,2,16.382109723928565,#707070
140,0.00019,2,5,7,18.740756670053315,#6e6e6e
62,0.000176,1,1,2,17.874947243038193,#6f6f6f
31,0.000388,2,0,2,28.842300770516935,#676767
104,0.000171,2,1,3,17.5582653966192,#6f6f6f
155,0.000094,0,2,2,12,#737373
32,0.000171,2,0,2,17.5582653966192,#6f6f6f
174,0.000133,1,3,4,14.999536055771733,#717171
34,0.000688,2,1,3,40.36034047916147,#5f5f5f
33,0.000679,1,0,1,40.052773047515174,#5f5f5f
35,0.000653,4,1,5,39.1537805543618,#606060
97,0.000094,0,2,2,12,#737373
36,0.000395,5,1,6,29.149698491158492,#676767
69,0.000448,4,3,7,31.402028585233786,#656565
141,0.000133,1,2,3,14.999536055771733,#717171
142,0.000094,0,2,2,12,#737373
37,0.000094,0,1,1,12,#737373
38,0.000094,0,1,1,12,#737373
39,0.000094,0,1,1,12,#737373
47,0.00012,1,4,5,14.050122216323361,#717171
157,0.000133,1,3,4,14.999536055771733,#717171
40,0.000173,2,0,2,17.685431661066666,#6f6f6f
202,0.000094,0,2,2,12,#737373
42,0.000192,2,1,3,18.862066054200255,#6e6e6e
41,0.000507,5,0,5,33.772434019112126,#636363
167,0.000094,0,2,2,12,#737373
218,0.000094,0,3,3,12,#737373
232,0.000094,0,2,2,12,#737373
181,0.000094,0,2,2,12,#737373
43,0.000226,2,0,2,20.843841544046825,#6d6d6d
163,0.0002,2,2,4,19.341713958828393,#6e6e6e
44,0.000119,1,0,1,13.975216770645698,#727272
45,0.000119,1,0,1,13.975216770645698,#727272
46,0.000148,2,0,2,16.044496277075513,#707070
184,0.000173,2,5,7,17.685431661066666,#6f6f6f
171,0.000094,0,3,3,12,#737373
48,0.000589,3,0,3,36.86953699486444,#616161
101,0.000403,2,1,3,29.498023818295955,#666666
106,0.000133,1,1,2,14.999536055771733,#717171
4448,0.000123,1,6,7,14.27316966065317,#717171
49,0.000111,1,0,1,13.365453519669122,#727272
194,0.000094,0,3,3,12,#737373
111,0.000216,3,1,4,20.275805650131435,#6d6d6d
52,0.000385,3,0,3,28.709795603215216,#676767
119,0.00016,2,2,4,16.846537660321623,#6f6f6f
172,0.000094,0,2,2,12,#737373
231,0.000094,0,2,2,12,#737373
109,0.000094,0,2,2,12,#737373
54,0.000173,2,0,2,17.685431661066666,#6f6f6f
55,0.000305,2,0,2,24.98555638836362,#6a6a6a
107,0.00012,1,1,2,14.050122216323361,#717171
56,0.000452,5,0,5,31.567013188193116,#656565
149,0.000128,1,1,2,14.639545810903515,#717171
152,0.000128,1,1,2,14.639545810903515,#717171
175,0.000094,0,2,2,12,#737373
198,0.00016,2,4,6,16.846537660321623,#6f6f6f
57,0.000232,2,0,2,21.179240350145598,#6c6c6c
2562,0.000279,4,3,7,23.682471018741992,#6b6b6b
59,0.000243,1,1,2,21.78415975388338,#6c6c6c
60,0.000176,1,1,2,17.874947243038193,#6f6f6f
154,0.00029,4,3,7,24.24017204011931,#6a6a6a
188,0.000109,1,1,2,13.209951757949934,#727272
209,0.000094,0,1,1,12,#737373
